age_yrs,n_bedrooms,house_sqm,garden_sqm,pollution_idx,crime_idx,distance_to_station_km
12,3,154,49,49,70,4.68
10,3,151,88,23,38,5.28
9,3,182,88,33,50,2.53
9,3,212,85,18,43,3.87
11,3,153,0,58,40,3.82
8,3,224,85,51,42,5.42
13,3,246,93,58,22,4.66
14,4,225,81,53,49,2.39
14,3,149,78,56,47,4.81
15,2,211,0,58,21,3.36
11,2,184,75,53,19,5.59
17,2,148,71,54,40,4.78
17,3,183,0,48,54,4.57
8,2,223,55,64,45,6.11
13,3,215,0,65,45,3.9
10,2,148,0,40,57,4.9
10,2,149,97,41,36,3.55
12,4,258,0,47,41,4.84
13,3,154,47,71,48,6.95
11,3,203,89,34,40,4.86
15,3,169,76,36,38,4.96
11,3,136,68,56,48,4.68
8,3,225,0,63,40,5.42
11,2,211,58,56,44,6.34
11,2,144,62,31,49,3.23
6,3,214,0,46,33,4.1
9,2,155,89,56,64,3.6
11,2,166,45,52,42,4.81
12,2,128,93,42,53,6.01
14,3,179,0,41,60,4.44
9,2,225,65,42,71,6.42
9,2,174,31,42,58,5.74
12,3,199,105,37,1,3.33
13,2,146,74,35,37,4.84
19,4,342,0,52,34,3.56
10,3,211,103,56,79,4.51
10,3,227,81,33,33,5.14
12,3,138,70,68,29,4.43
7,2,232,61,60,40,4.68
11,3,193,68,52,57,3.5
10,3,217,0,45,44,5.58
13,2,128,73,71,69,4.28
11,2,164,0,38,41,5.35
10,2,185,59,58,49,4.59
13,3,199,0,39,51,3.18
9,2,222,78,44,52,4.07
11,3,193,101,35,47,3.08
10,3,195,64,55,39,4.95
8,2,140,57,49,50,4.69
12,2,129,0,73,60,6.5
9,3,205,57,58,59,4.0
12,2,210,87,53,50,5.0
10,3,169,72,54,41,5.35
13,2,78,26,54,38,5.36
13,3,161,107,40,25,4.66
15,2,243,97,68,38,3.73
12,3,197,68,26,17,5.55
10,2,181,39,43,51,5.44
8,3,247,0,70,40,4.1
12,2,146,79,16,36,6.17
14,3,207,0,60,35,4.29
16,3,192,96,67,64,3.87
11,2,154,92,53,46,5.3
9,3,198,43,52,38,5.23
11,3,245,61,54,58,4.14
7,3,217,78,19,58,3.26
6,2,205,47,57,54,5.89
9,3,262,0,83,22,5.2
12,2,135,0,36,28,5.47
14,3,217,0,56,43,4.65
16,3,178,75,62,48,2.72
12,2,199,0,55,86,4.31
11,2,117,0,52,48,4.38
9,2,163,79,52,69,6.1
15,3,220,57,61,48,3.74
9,2,140,47,25,55,6.51
13,3,188,76,73,33,5.15
18,3,179,106,68,68,2.78
13,3,196,82,63,47,4.65
10,3,191,42,51,48,5.66
9,3,184,0,51,44,4.69
12,2,118,89,45,66,5.23
13,3,147,80,61,64,4.52
11,3,268,0,58,47,3.75
6,2,238,36,55,51,7.06
11,3,201,76,63,53,3.46
13,3,210,79,42,41,4.06
14,3,273,108,60,44,4.94
9,2,152,0,52,39,5.43
12,3,156,0,51,65,4.9
11,4,291,0,76,61,4.8
6,3,210,0,29,34,3.09
8,2,234,36,60,52,7.25
12,2,140,21,48,54,5.32
8,2,233,0,73,41,7.16
9,2,197,36,36,35,4.77
13,3,267,0,47,20,5.58
15,3,154,71,46,52,4.67
12,2,139,64,16,52,4.08
7,3,213,70,72,51,4.83
13,3,155,85,14,44,4.81
15,2,188,0,60,50,5.03
9,2,192,100,41,16,4.67
10,2,134,60,57,70,5.77
12,3,206,99,32,56,3.16
14,3,150,0,44,43,4.43
10,3,221,113,48,45,3.32
7,3,215,124,34,29,5.13
10,3,221,91,52,44,2.47
9,2,161,71,41,43,4.31
14,3,173,76,50,45,4.69
15,3,167,90,60,50,5.46
6,2,157,44,29,23,6.87
15,2,182,67,70,50,3.82
11,3,209,0,59,32,3.15
14,4,237,90,59,42,4.16
10,3,185,53,73,42,6.33
14,2,139,68,43,49,5.62
8,1,194,0,52,21,5.38
9,2,154,59,36,29,3.95
14,3,193,95,46,67,3.48
4,3,193,86,32,56,3.76
6,3,180,77,37,14,4.17
12,2,166,0,35,18,4.71
13,3,252,89,66,38,4.14
12,2,152,0,37,53,5.25
11,3,203,23,82,45,4.54
12,3,146,60,23,54,4.74
16,2,123,97,37,58,6.34
10,3,220,64,51,48,5.02
11,3,200,55,70,81,4.73
13,5,238,114,53,26,2.71
13,3,183,102,41,46,6.47
16,2,107,0,47,72,4.09
11,3,212,62,46,58,4.94
7,2,207,83,65,51,3.24
16,2,169,0,60,50,3.87
13,2,178,93,45,44,6.74
10,2,174,0,58,34,5.76
10,3,141,0,58,63,5.8
16,3,131,47,50,53,4.32
9,2,208,0,70,72,4.42
11,2,137,0,37,64,5.84
16,3,193,0,56,59,3.14
12,3,141,62,36,26,4.24
15,3,171,0,68,46,4.36
14,2,200,80,51,50,4.33
10,1,139,45,31,58,5.11
8,3,174,53,76,50,4.26
11,3,208,73,64,59,4.36
8,3,238,88,34,26,3.78
13,3,183,65,53,50,4.66
11,2,92,37,45,51,6.04
12,3,196,86,44,51,3.99
8,2,192,59,74,64,5.42
12,3,156,59,41,37,4.99
9,3,244,83,51,38,6.11
11,2,190,44,68,41,5.33
10,2,157,78,45,49,4.57
14,3,173,62,28,40,4.62
13,3,215,83,62,37,5.75
11,3,147,68,55,45,5.46
13,2,188,0,53,60,4.79
11,3,226,83,52,43,3.57
14,1,155,0,45,45,3.63
16,2,152,93,46,27,5.08
10,2,124,78,33,48,6.13
12,2,149,56,61,52,6.4
9,4,266,79,56,60,3.4
8,3,181,102,49,29,4.63
12,2,212,0,43,34,4.18
12,2,178,39,53,41,4.29
11,2,228,67,51,60,5.14
17,2,134,93,37,47,4.96
9,3,193,57,53,54,3.86
14,2,187,66,34,26,3.74
12,2,155,63,61,70,4.1
10,2,174,0,54,52,5.27
8,3,230,0,37,41,3.89
12,3,183,61,46,51,4.65
10,3,216,0,41,5,3.44
12,2,152,63,56,53,4.69
15,3,166,0,48,44,4.88
13,2,181,56,31,23,4.66
9,2,200,45,59,59,4.96
5,2,153,41,54,43,5.2
17,2,166,0,52,36,5.4
9,3,196,60,62,43,6.86
9,2,160,95,25,37,4.03
13,3,227,86,55,42,5.97
6,2,190,29,42,45,5.64
13,3,266,68,57,32,4.05
9,4,241,68,78,46,2.58
13,2,184,73,41,52,4.26
9,4,243,96,42,25,4.92
9,3,140,60,33,16,5.09
11,3,175,0,74,54,4.19
10,3,209,72,66,47,3.68
15,2,206,71,41,50,4.45
13,3,252,61,49,53,1.73
14,3,210,76,60,47,5.3
8,2,142,74,53,50,4.78
14,2,187,0,69,36,5.47
13,3,159,57,45,43,4.28
12,2,102,19,81,71,4.81
13,2,192,53,62,43,3.86
11,2,178,73,39,55,3.69
13,3,198,65,53,28,5.3
13,3,131,0,76,67,5.2
13,3,157,0,34,49,5.49
8,2,180,74,47,39,3.79
8,3,206,86,43,52,4.04
16,3,124,0,39,27,3.08
7,3,181,60,44,75,5.63
5,3,225,0,47,27,5.01
10,2,215,56,50,35,5.83
10,2,191,44,58,52,5.81
13,2,173,85,32,41,4.92
10,4,244,0,63,46,2.77
9,3,261,56,66,60,3.79
15,3,265,79,42,54,4.05
12,2,137,78,36,53,4.1
10,2,215,110,38,58,3.9
10,2,265,68,45,55,2.97
15,3,211,109,35,57,3.53
4,3,191,50,38,17,5.15
5,3,201,69,44,26,5.73
8,2,173,0,54,77,7.22
15,2,213,62,50,29,2.44
12,2,199,91,50,47,4.54
7,3,246,57,76,71,3.14
7,2,157,35,52,56,4.66
10,2,152,62,54,36,4.27
14,3,185,100,39,43,4.49
8,2,263,62,69,38,3.54
12,2,167,98,42,39,4.13
10,2,196,79,55,36,4.36
14,3,230,97,43,38,4.33
14,3,172,0,79,67,3.83
13,3,191,0,44,34,3.43
9,4,227,82,31,41,4.19
14,3,105,0,49,54,4.45
11,3,264,80,58,44,3.65
11,3,208,88,30,40,3.93
10,2,178,47,42,24,5.95
8,4,267,91,45,49,3.08
18,2,131,80,62,74,4.27
9,3,259,68,63,59,3.63
18,3,167,78,62,62,3.75
16,2,214,51,59,43,4.78
9,2,237,51,48,58,6.35
11,4,242,99,85,37,4.09
9,2,191,0,52,16,5.09
12,3,199,71,64,30,5.34
11,2,165,30,73,53,4.65
16,3,226,0,64,56,4.83
10,2,201,0,53,41,5.34
10,1,92,8,50,37,7.56
10,2,196,75,34,49,5.44
16,2,114,0,47,62,5.12
11,3,188,82,42,31,3.97
14,2,155,0,44,57,5.58
10,3,162,40,54,28,4.32
11,3,214,57,41,66,3.97
12,3,174,81,38,53,5.32
9,2,208,0,30,48,7.16
11,2,167,27,69,51,4.95
9,2,169,59,66,33,3.97
14,2,147,78,50,36,4.87
17,2,176,73,56,56,4.48
10,2,173,71,52,68,5.79
11,2,135,0,54,54,5.49
7,3,219,102,61,28,5.17
7,2,174,36,55,31,4.04
6,3,181,61,65,60,4.51
13,3,216,100,63,59,3.42
11,2,128,52,42,32,6.03
9,3,145,0,64,35,3.25
14,2,144,56,65,49,5.37
13,2,185,67,61,68,4.53
10,2,176,71,47,60,4.16
13,2,178,0,65,31,5.74
10,3,158,54,59,53,5.76
17,2,150,102,47,58,4.4
12,2,146,47,66,44,5.27
13,2,205,90,32,47,5.63
9,3,185,69,50,51,4.24
13,3,234,89,61,50,4.41
9,3,231,68,41,36,5.8
9,2,236,0,70,54,5.31
5,2,214,0,26,30,4.82
12,2,150,45,45,64,6.63
10,3,133,0,33,36,3.97
14,3,194,99,39,30,5.61
11,3,271,0,57,48,4.88
16,2,166,73,66,88,4.98
14,3,173,82,31,37,3.45
14,3,239,88,45,39,3.89
11,2,120,0,34,38,6.14
6,2,251,70,56,75,5.38
15,3,177,85,53,50,3.0
14,2,93,0,27,56,5.06
8,3,212,73,35,29,4.83
7,2,166,43,52,73,6.28
12,3,213,61,44,35,5.79
9,3,175,49,36,31,4.02
8,2,248,63,46,38,5.13
9,3,184,104,48,28,3.49
11,3,208,0,27,34,4.29
10,3,206,0,51,69,1.63
13,3,161,65,64,34,5.57
10,4,213,0,58,58,4.39
12,3,189,77,44,35,4.06
7,2,175,33,51,37,6.12
12,2,228,63,41,18,4.0
14,3,173,84,44,61,5.07
15,2,177,86,42,32,5.43
11,3,201,49,47,45,3.83
12,3,181,84,72,34,5.6
14,3,230,79,37,45,5.64
13,3,189,77,42,34,4.13
8,2,130,50,56,46,4.72
7,2,201,0,55,69,6.39
8,3,158,0,32,46,5.25
14,2,165,0,32,68,3.91
14,2,173,56,49,54,5.18
16,2,183,0,93,67,5.66
10,3,252,71,43,45,3.99
6,3,228,81,42,35,3.34
5,2,227,59,34,34,5.76
11,2,192,85,57,40,4.68
11,3,173,89,45,61,4.45
9,3,193,78,30,21,3.78
7,2,212,28,40,34,6.17
19,2,114,97,52,72,4.33
9,3,162,85,56,40,4.35
16,3,153,71,55,31,5.81
13,2,175,35,81,45,5.56
11,3,232,90,66,59,5.41
6,3,217,91,55,56,6.05
14,2,221,0,21,49,6.04
4,3,198,45,34,52,6.74
10,3,183,0,56,45,5.46
12,3,224,46,41,41,4.57
7,2,208,0,23,25,5.79
13,3,201,0,56,52,4.73
7,3,238,85,47,20,4.93
12,1,82,0,22,28,6.52
12,3,182,81,50,31,4.0
9,2,160,0,51,54,3.37
10,4,177,99,44,33,5.32
15,3,183,0,67,47,5.79
14,3,222,70,75,65,3.17
12,3,183,74,51,32,4.56
6,2,206,45,71,68,4.61
13,3,193,0,54,52,4.13
6,2,220,0,36,46,5.49
12,2,172,74,34,48,5.32
9,2,213,0,57,47,4.11
9,2,240,0,48,49,5.36
12,2,121,52,61,39,5.95
8,3,255,114,53,38,3.52
10,3,217,0,44,31,2.93
7,2,206,55,38,49,5.25
10,3,169,77,42,54,5.67
14,3,275,0,46,32,2.25
9,2,229,0,89,42,4.08
10,4,236,110,37,26,2.41
13,3,216,0,44,34,4.96
8,3,177,0,45,29,4.27
7,2,246,0,24,39,6.46
14,2,154,0,39,38,5.64
12,3,210,76,54,44,3.61
9,3,191,0,24,38,4.05
9,2,187,77,45,46,5.38
15,2,137,84,32,42,4.06
13,3,224,121,43,35,3.72
8,2,206,56,47,57,4.08
11,3,238,87,50,39,3.19
9,2,192,80,47,66,5.76
12,2,128,0,62,53,5.3
16,2,136,0,58,46,4.87
14,2,156,88,60,55,5.14
14,2,168,79,63,49,3.64
16,2,114,59,59,73,5.44
5,2,209,0,52,57,5.56
11,4,200,0,53,47,3.83
7,2,155,77,49,51,4.8
12,3,221,54,31,40,6.03
11,2,189,46,39,35,6.12
7,2,128,0,66,48,6.3
12,3,222,79,48,48,4.27
11,3,192,0,61,62,2.83
6,3,205,84,31,27,2.16
11,3,147,0,50,39,3.29
12,2,131,74,59,53,5.14
5,3,260,84,54,33,3.59
7,2,171,66,62,46,5.21
14,3,116,60,58,20,1.95
12,2,173,85,60,67,5.64
10,2,146,84,37,47,4.81
9,2,223,0,47,56,4.16
11,3,185,0,33,37,5.82
8,3,119,67,40,32,4.31
10,2,217,52,51,55,6.03
10,3,211,80,53,63,3.55
7,2,197,72,37,47,4.67
8,3,265,105,64,46,3.28
8,3,154,84,36,49,3.22
9,2,130,0,33,57,4.82
13,2,169,0,55,27,5.81
11,4,244,75,80,46,5.38
15,2,198,93,69,55,2.66
13,2,172,48,31,47,5.96
11,2,177,76,50,60,6.02
11,2,257,0,44,34,5.38
15,2,153,57,40,61,6.36
8,3,201,60,34,58,7.2
13,3,211,80,77,59,2.73
13,3,224,111,53,52,1.83
14,3,140,0,38,52,3.64
12,3,217,0,59,40,5.02
15,3,251,88,71,52,3.66
14,2,183,108,35,61,3.38
12,2,139,0,44,45,5.7
14,3,178,80,44,27,5.03
7,2,178,0,37,44,5.83
6,2,186,39,45,55,5.02
8,3,166,0,61,58,4.39
14,3,193,0,55,50,4.58
13,2,172,47,75,59,4.9
18,2,148,0,50,53,4.9
11,2,181,92,57,45,3.08
13,3,179,38,72,62,5.95
14,3,160,73,43,55,3.06
11,3,255,64,58,50,5.23
11,3,166,0,36,49,4.71
13,3,157,53,39,42,4.71
12,2,179,0,61,58,5.46
11,3,165,119,47,13,5.02
15,2,103,59,58,58,5.83
11,3,267,105,30,20,6.38
11,2,152,64,55,38,4.64
11,3,188,75,43,38,4.76
13,2,171,78,47,60,5.65
10,3,190,72,34,32,4.95
13,2,184,89,55,52,5.77
12,4,297,121,50,51,2.72
9,3,176,0,54,23,4.02
15,3,201,113,47,35,2.35
9,3,230,56,53,49,5.52
7,2,244,66,50,33,5.01
20,4,185,101,65,40,2.43
14,2,162,50,70,55,3.99
11,3,267,95,55,38,4.87
7,2,219,0,22,67,3.25
15,2,126,77,50,49,3.96
14,2,134,0,64,53,6.05
14,2,174,91,56,35,7.27
11,3,218,0,49,71,4.34
12,3,288,100,64,59,3.42
10,2,120,0,50,50,5.28
12,2,197,109,37,55,2.43
6,3,160,38,41,32,4.37
9,2,164,65,46,29,4.99
11,2,140,53,74,62,4.07
10,2,197,0,54,37,4.28
15,4,207,75,61,49,4.95
6,2,169,76,59,43,3.92
12,2,216,63,55,53,4.86
6,1,197,0,58,55,6.13
15,2,132,60,64,65,2.91
12,3,182,0,65,43,4.1
13,2,170,85,45,55,5.38
10,3,203,101,53,56,4.68
12,2,192,0,38,52,4.68
10,1,233,87,54,49,4.78
16,2,192,75,59,36,5.77
11,3,287,72,79,44,3.94
13,2,181,56,36,41,4.62
7,3,176,0,47,40,6.55
15,3,177,0,47,69,4.55
6,2,139,0,40,67,5.47
15,3,209,92,64,70,3.76
18,3,200,0,66,55,4.6
18,1,56,53,16,51,7.82
12,2,139,72,62,66,4.29
14,2,168,66,41,22,6.44
15,3,198,94,54,65,3.73
4,3,156,44,38,49,5.69
11,4,222,78,62,54,4.28
12,2,190,72,48,45,2.87
14,4,203,108,69,31,3.24
13,3,218,81,54,69,3.3
17,3,182,0,66,53,4.36
13,2,189,106,30,53,5.78
8,2,191,104,55,22,5.31
14,3,269,0,51,56,3.28
16,2,72,63,57,52,4.04
13,3,200,107,59,64,2.46
10,3,252,0,48,38,4.03
12,3,243,0,57,27,4.7
12,3,256,60,77,44,4.77
15,3,228,59,67,48,3.77
11,2,216,0,35,43,7.58
12,3,182,80,55,46,5.01
11,2,217,83,45,51,5.48
14,3,170,100,36,59,3.62
15,3,231,90,76,67,2.25
15,3,109,64,61,69,4.31
17,3,160,0,46,50,3.09
8,3,218,78,52,38,4.82
10,3,230,81,43,32,4.43
14,2,155,101,37,41,5.39
12,2,163,0,32,41,4.77
11,2,160,74,46,21,4.28
14,3,186,78,66,44,5.86
9,3,184,0,47,66,5.03
13,2,181,66,39,39,5.9
12,2,220,67,60,54,4.87
11,3,227,26,75,53,3.77
16,2,118,0,64,43,7.24
9,2,196,0,45,62,4.01
7,3,210,0,58,25,4.19
8,3,189,81,41,16,4.61
11,3,236,60,47,41,4.74
5,1,164,58,44,45,6.66
13,3,242,0,75,38,5.51
11,2,168,0,43,57,3.17
13,2,216,0,53,82,7.11
12,3,231,84,58,39,4.02
13,4,233,0,48,32,6.01
10,2,168,0,37,21,4.76
14,3,167,0,59,52,4.23
6,3,258,0,77,55,4.41
11,3,135,78,53,42,4.16
13,3,252,95,69,65,3.07
11,2,196,0,44,48,5.23
9,3,199,113,36,38,5.44
12,3,306,93,37,67,4.46
8,3,165,0,49,25,4.39
10,2,187,74,48,52,6.42
7,2,217,0,40,25,6.08
11,3,208,59,49,56,5.27
10,2,117,0,51,66,5.54
12,3,215,56,75,48,3.9
10,3,262,79,43,3,5.46
12,3,119,70,28,45,4.04
15,2,198,0,43,48,5.06
15,2,150,0,45,53,4.85
11,2,176,51,49,53,4.13
12,1,89,0,68,87,5.7
11,1,178,14,52,46,6.48
14,3,185,75,41,56,3.86
14,3,200,83,41,31,3.65
12,2,151,55,68,63,5.7
10,3,172,73,46,67,2.9
11,2,180,19,76,67,6.21
12,3,160,0,76,44,3.44
5,3,262,60,59,56,3.01
12,1,172,80,36,53,4.54
11,2,174,0,56,61,4.11
14,2,218,76,62,52,4.21
14,2,144,82,34,24,5.43
6,3,188,49,62,36,5.16
11,3,186,0,34,52,5.18
15,2,163,0,28,43,3.18
10,2,165,72,17,30,5.91
4,2,118,55,36,29,3.95
8,2,189,43,51,56,4.67
16,3,147,102,49,31,3.48
12,2,138,74,45,56,4.41
17,3,152,0,62,38,5.06
8,3,255,71,53,38,5.52
9,3,290,0,31,14,5.44
6,2,194,50,45,32,5.51
10,4,242,87,60,24,3.25
15,3,225,124,45,58,3.22
8,2,233,81,44,65,4.9
16,2,198,53,56,51,5.75
11,3,206,78,53,21,5.65
12,3,164,94,54,42,4.72
8,2,219,64,61,51,5.13
10,2,229,90,31,26,4.12
9,2,139,50,60,37,5.8
15,2,181,83,49,47,4.99
11,3,221,55,62,45,4.57
12,2,197,45,59,67,3.78
8,3,257,69,57,40,3.12
12,3,163,74,44,35,4.85
13,3,253,0,48,20,5.18
16,3,211,0,42,46,3.9
7,2,188,0,53,15,4.97
13,2,198,0,63,65,5.13
14,3,189,0,81,57,4.3
10,3,251,91,48,63,2.84
9,3,229,77,61,57,2.82
11,1,153,0,23,56,5.92
9,3,218,92,46,29,5.23
7,3,219,57,44,50,4.5
13,2,207,57,28,20,6.61
6,2,176,72,45,20,6.15
16,3,144,0,55,38,5.73
14,2,150,51,39,42,4.44
11,2,220,49,67,50,2.61
13,3,279,0,47,55,3.54
15,2,129,55,53,56,4.52
8,3,171,78,57,70,5.12
8,2,191,43,64,23,5.72
15,2,198,0,41,46,4.87
12,3,151,63,64,55,4.8
11,3,193,94,63,62,4.41
14,3,210,73,65,57,5.29
5,3,256,43,53,44,5.1
11,3,175,54,51,45,3.34
10,2,211,0,38,29,5.22
14,3,135,74,62,35,4.38
14,2,225,0,61,60,4.25
17,3,175,0,44,56,5.08
11,3,279,94,64,36,2.68
10,2,239,99,38,42,4.43
13,2,181,44,44,59,5.67
9,3,200,74,59,44,4.39
10,3,243,69,80,70,4.63
14,2,141,54,48,52,5.38
15,2,104,65,45,62,6.29
18,2,148,63,29,42,3.94
15,3,219,107,58,30,5.69
12,1,98,88,47,78,3.79
15,3,218,92,60,56,4.56
10,3,264,0,66,41,3.26
10,2,197,0,45,28,4.0
13,3,215,64,71,67,3.49
12,3,152,54,57,63,4.16
7,3,203,70,37,54,5.66
14,4,244,114,52,40,1.89
14,2,77,59,41,38,5.63
8,3,196,65,58,68,3.2
14,3,150,0,67,57,5.47
9,3,168,70,30,17,5.68
6,3,198,97,62,44,4.37
11,2,128,0,43,38,5.66
11,2,233,60,41,47,4.08
12,2,218,62,70,56,6.18
4,2,176,37,37,31,4.98
7,1,168,67,37,44,5.32
16,3,135,59,37,50,5.6
7,2,152,0,61,50,4.66
13,3,208,85,56,29,4.77
11,2,117,67,61,65,5.71
12,2,155,0,33,31,5.27
10,3,213,0,49,49,3.83
12,2,191,66,37,39,4.68
8,2,207,44,55,47,4.21
16,3,243,93,43,52,3.15
11,4,268,71,27,23,2.5
9,3,175,0,31,48,3.87
12,2,145,0,35,55,7.19
11,3,242,59,58,56,5.3
8,3,163,70,47,61,6.21
9,2,250,49,29,29,5.83
15,2,184,49,42,48,4.27
10,3,174,97,60,11,3.79
10,3,203,0,48,52,4.3
10,3,231,94,31,44,4.78
11,2,253,0,38,66,3.9
15,3,198,77,68,63,5.06
15,3,177,63,53,40,6.08
9,2,199,0,70,31,4.41
11,2,173,28,40,41,5.9
16,3,252,0,62,82,3.06
16,2,151,56,48,58,3.28
15,3,172,0,46,36,5.38
14,2,181,66,38,59,5.55
12,3,247,101,55,41,3.17
11,3,142,65,80,49,4.44
9,3,207,67,31,43,5.34
13,3,253,85,68,36,4.03
7,3,245,0,55,44,5.65
12,2,192,0,63,46,5.11
9,2,131,37,50,31,4.61
14,2,171,62,31,50,4.47
14,2,177,85,61,76,4.34
10,2,202,64,55,38,5.31
15,3,175,0,52,37,4.3
8,3,173,0,61,20,5.62
11,2,164,0,43,63,4.32
9,3,206,86,63,35,4.32
9,3,175,50,53,41,4.51
13,3,179,68,37,24,4.31
9,3,206,49,59,75,5.24
9,3,225,62,44,41,5.65
12,2,132,73,57,53,3.89
10,2,165,63,58,24,6.97
9,2,230,38,43,28,5.36
10,1,154,60,41,47,5.24
9,3,212,75,49,16,3.81
15,2,171,59,67,35,5.63
11,3,259,91,47,40,3.32
6,3,200,85,49,48,5.57
14,2,212,82,46,39,3.46
10,3,164,58,62,42,5.02
9,4,171,90,44,50,3.58
15,2,193,58,41,61,5.95
15,2,120,62,43,62,5.31
11,2,173,0,50,50,4.79
14,2,141,0,39,46,4.75
11,3,180,46,46,56,4.46
12,3,184,94,49,59,5.41
12,2,173,0,85,60,4.85
16,2,216,102,60,84,2.0
17,3,191,81,69,61,5.29
10,3,185,0,66,52,3.24
10,2,143,68,34,21,5.39
12,2,136,64,45,46,5.86
9,3,217,86,62,52,4.02
8,2,153,67,22,20,5.85
15,3,174,78,55,59,6.21
9,2,206,49,49,43,4.26
10,1,138,0,56,65,7.27
17,3,197,0,54,48,3.17
14,2,155,0,71,34,5.22
9,3,198,57,34,27,4.52
14,3,190,77,55,52,3.12
16,3,150,0,43,45,2.91
11,2,205,0,47,58,3.56
14,2,166,0,65,40,6.11
18,3,196,108,57,55,2.38
9,3,240,97,41,15,4.33
11,3,234,69,52,19,4.83
14,2,120,57,64,59,4.93
10,2,194,39,59,46,2.78
10,2,199,0,48,20,6.21
12,2,208,0,61,64,4.57
13,2,219,59,64,48,3.69
9,3,193,0,51,53,3.73
12,2,179,64,45,42,3.61
6,1,144,0,29,58,4.7
13,3,215,100,41,55,5.05
12,3,186,74,30,65,5.01
10,1,159,60,46,49,6.98
17,2,176,81,52,31,3.51
18,2,132,74,43,31,4.97
13,2,138,62,67,48,5.41
13,2,222,82,60,56,4.58
11,3,201,0,58,47,4.96
9,2,108,39,52,67,4.56
16,2,126,51,59,57,4.05
12,4,241,87,63,42,3.88
8,3,191,105,42,52,3.15
7,2,211,74,31,43,5.02
16,3,211,68,39,49,5.15
14,3,271,0,79,77,4.17
7,3,169,66,66,35,3.31
4,2,121,48,49,38,5.46
8,3,197,79,51,43,3.51
18,2,164,0,70,56,5.62
14,3,195,73,72,38,5.92
8,2,196,0,47,40,5.74
12,3,135,73,53,74,4.48
8,2,161,67,53,46,4.49
5,4,247,111,49,49,2.94
14,3,165,73,49,22,3.94
13,3,261,74,55,42,2.91
15,3,261,0,69,33,4.11
10,1,137,42,33,44,7.24
13,3,142,65,56,46,3.54
16,2,164,94,59,49,5.47
11,2,180,0,46,43,5.89
17,3,185,89,66,72,4.7
17,4,201,0,71,50,2.01
4,3,214,0,44,45,6.07
8,2,166,76,43,31,5.27
11,3,232,0,87,50,4.83
13,4,211,0,77,15,5.37
14,2,197,60,23,29,4.74
13,2,179,99,63,55,3.47
10,3,254,62,68,18,4.81
8,2,180,69,41,34,5.3
13,1,151,0,40,61,2.75
10,3,172,65,64,49,4.32
9,2,122,0,48,44,4.99
5,3,275,91,51,51,4.75
10,2,221,88,59,45,4.95
16,3,150,65,42,50,5.04
13,3,172,67,42,40,3.58
7,3,263,0,59,61,3.04
6,2,167,68,48,41,4.97
12,2,167,70,47,69,4.96
11,2,191,80,46,56,2.74
13,3,239,75,75,59,1.51
10,2,171,70,65,64,4.34
13,2,169,0,66,80,4.41
14,3,241,0,55,57,4.2
8,2,161,61,47,47,4.01
10,3,196,0,38,65,3.56
9,3,170,54,29,33,6.5
11,2,149,40,55,40,6.19
6,2,239,62,44,46,5.15
13,3,149,79,50,47,4.98
16,3,254,81,63,43,3.78
11,2,181,75,43,42,5.93
10,4,293,80,76,19,3.53
9,2,197,62,38,52,4.8
16,2,158,0,67,88,3.82
16,2,146,63,57,82,4.57
12,2,222,118,30,35,2.42
14,4,208,100,66,52,5.26
9,2,168,69,33,50,5.63
16,3,135,61,48,54,4.7
9,2,169,75,54,52,3.5
14,3,172,58,68,33,4.29
13,3,221,72,62,48,5.91
12,3,184,72,60,25,2.34
13,4,208,86,66,48,2.52
13,3,205,0,39,37,5.26
10,2,173,99,63,47,5.48
13,1,165,0,50,49,7.72
15,3,168,62,55,49,5.94
9,2,173,0,47,48,5.76
9,2,174,51,56,44,4.62
16,3,216,99,49,51,4.05
9,3,214,61,69,42,4.04
9,2,113,0,38,37,5.61
11,2,198,41,69,61,5.04
10,3,130,85,56,34,4.65
15,4,264,0,62,54,3.02
13,3,222,94,48,56,3.2
13,3,246,75,68,51,3.0
11,3,161,86,45,44,3.92
7,3,213,86,41,51,4.78
13,3,215,37,60,44,5.99
14,2,191,78,24,31,4.47
10,3,231,61,50,64,3.49
6,2,162,0,27,42,4.81
10,2,166,0,45,54,4.03
11,3,222,71,42,54,4.78
8,2,176,61,23,53,6.12
13,2,143,67,62,46,4.48
13,4,190,91,54,40,4.61
14,3,217,78,40,41,4.77
5,2,171,0,32,55,5.77
12,3,189,51,61,18,4.62
4,3,198,67,55,61,5.04
11,3,186,79,40,47,5.39
11,3,151,93,55,23,5.37
12,2,160,84,28,45,4.74
14,3,212,65,52,61,5.2
13,3,177,63,71,52,4.19
14,3,122,71,55,62,6.13
12,2,117,42,69,52,4.08
8,3,115,63,22,36,5.97
15,4,228,99,56,39,3.59
14,3,209,70,54,45,3.86
7,2,269,43,41,53,3.77
10,3,212,89,71,46,5.68
13,3,233,78,65,43,2.88
8,3,214,83,45,34,4.35
9,2,166,71,51,24,5.14
11,2,210,0,39,48,4.76
5,3,257,68,59,31,5.17
16,2,188,74,56,47,4.69
14,3,185,73,70,48,4.78
9,1,85,62,31,33,7.51
11,3,216,51,37,36,4.16
14,2,137,81,55,46,5.41
5,3,182,47,34,35,6.32
15,2,205,87,71,46,4.83
10,2,184,40,57,44,5.29
11,3,163,0,49,43,4.6
16,2,152,77,57,34,5.96
